"id","institution","product","institution_sort","product_sort","schoolexpense_sort","univ_sort","grade_sort","major_sort","grade_stand_detail","income_stand_detail","support_detail","qualification_detail","local_residence_detail","duration_detail","selection_way_detail","selection_num_detail","qualification_restriction_detail","recommendation_detail","documentaion_detail","created_dt","modified_dt","like_num","scrap_num"
"사단법인 서천사랑장학회_특기장학생","사단법인 서천사랑장학회","특기장학생","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","1위:1000000원/단체 2000000원2위:700000원/단체 1500000원3위:500000원/단체 1000000원","관내 초/중/고등학교 재학생/ 졸업생전국규모 체육・기능대회 3위내 입상자대상범위 : 전국(장애인)체전/ 전국기능경기대회/ 전국소년(장애인학생)체전/ 충남도민체육대회/ 충남소년체육대회 * 자세한 사항은 첨부파일 참고","공고일 현재 본인 또는 본인의 부모가 서천군 내 주소지를 둔 자관내 초/중/고등학교 재학생/ 졸업생생",NULL,"해당없음","선발 대상 전원","해당없음","해당없음",NULL,"2022-11-06 17:00:53.796033","2022-11-06 17:00:53.796033",0,0
"(재)송원문화재단_송원이공계장학생","(재)송원문화재단","송원이공계장학생","민간(기업)","장학금","기타","특정대학","대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열","전채 학기 평점을 기준으로 전체평점 30이상 (45만점점 환산)","해당없음","등록금 전액 * 2년간(4학기 연속지급)","부산대/ 경북대/ 영남대/ 울산대/ 동아대/ 부경대/ 충남대/ 충북대/ 인천대/ 인하대에 재학중인 금속재료/ 기계/ 전기/ 환경/ 안전 계열전공학생2학년 2학기 과정을 수료(예정)학생(2023년도 2월 기준/ 3학년 1학기 과정 진학예정자)선발 후 4학기 이내 졸업 가능자(2025년 2월 졸업)","해당없음",NULL,"1차 서류/ 2차 면접","해당없음","휴학/ 성적 미달 등 지급불가 사유시 지급 중단","해당없음",NULL,"2022-11-06 17:00:53.799557","2022-11-06 17:00:53.799557",0,0
"영양군인재육성장학회_특별장학생","영양군인재육성장학회","특별장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","대학수학능력시험 중 언어영역/ 수리영역/ 외국어영역 3개 과목 중 등급성적이 1등급 1개 과목/ 2등급 2개 과목 그 이상의 성적으로 대학에 입학한 신입생","해당없음","관내고등학교 졸업 신입생 : 3000000원 (1회에 한함)관외고등학교 졸업한 신입생: 1000000원","해당없음","선발신청일(2022 03 2일 기준) 현재 부모 또는 보호자(부모가 없는 1경우)의 주민등록이 영양군 관내에 3년 이상 주소를 두고 있는 군민의 자녀",NULL,"장학재단 정관 및 운영규정에 의하여 영양군인재육성장학회 장학심의위원회에서 심의","5명(대학수능시험 우수 신입생)","해당없음","해당없음",NULL,"2022-11-06 17:00:53.803855","2022-11-06 17:00:53.803855",0,0
"재단법인 우양_대학원장학금(늘품)","재단법인 우양","대학원장학금(늘품)","민간(기타)","장학금","기타","일반대학원","석사2학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","국내 정규 대학원에서 한 학기 이상 수료한 자로/ 직전학기 성적이 B+ 이상인 학생","해당없음","1000000원 * 학업장려금으로 최대 2학기 지원","* 아래 두 조건중 하나 충족하는 국내 정규 대학원 한 학기 이상 수료자로/ 직전학기 성적이 B+ 이상인 학생우양재단에서 장학금을 수혜 받았던 대학 졸업생우양재단에서 진행하는 프로그램을 참가했던 탈북민","해당없음",NULL,"해당없음","해당없음","* 자세한 사항은 선발 기관으로 문의 바랍니다","소속학과 교수의 추천서 제출",NULL,"2022-11-06 17:00:53.858441","2022-11-06 17:00:53.858441",0,0
"영양군인재육성장학회_특기장학생","영양군인재육성장학회","특기장학생","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","500000원 (전국대회 1위 100만원 2위 50만원 3위 30만원)","공인된 기관단체/ 협회에서 주최한 예/체능(미술/ 음악/ 체육/ 기타기능) 도단위 대회 1위/ 전국단위 대회에서 3위 이상 입상한 자 중 영양교육지원청 또는 해당 기관단체/협회장의 추천을 받은 자예능/ 체육/ 기능에 소질과 재능이 뛰어난 학생으로 신청일 기준 2년 이내에 도 주관이상의 대회에서 입상하여 지역의 명예를 드높인 학생","선발신청일(202232기준) 현재 부모 또는 보호자(부모가 없는 경우)의 주민등록이 영양군 관내에 3년 이상 주소를 두고 있는 군민의 자녀",NULL,"장학재단 정관 및 운영규정에 의하여 영양군인재육성장학회 장학심의위원회에서 심의","5명(중/고/대학생 및 일반인)","해당없음","해당없음",NULL,"2022-11-06 17:00:53.829113","2022-11-06 17:00:53.829113",0,0
"호반장학재단_호반장학생","호반장학재단","호반장학생","민간(기업)","장학금","성적우수","4년제(5~6년제포함)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","3개 영역이상 3등급 이상(한국사는 별도 1개 영역으로 인정)","중위소득 150%이하/ 재산세(주택/토지/건물)합산","대학교 4년간 매학기 장학금 지원(총 8학기) * 학기당 3000000원","2022년 대학교 입학예정자상경(경영/회계 등)/ 인문(자율전공/ 행정 등)/ 공학(건축/토목 등) 계열전공진학자(우재)","해당없음",NULL,"1차 서류전형2차 면접심사최종선정","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:53.833054","2022-11-06 17:00:53.833054",0,0
"양평군교육발전위원회_성적우수장학생","양평군교육발전위원회","성적우수장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","(신입생)수능성적의 영역별 평균등급 3등급 이내 또는 고등학교 전체학년 내신성적 평균등급 3등급 이내내(재학생)4년제 대학 : 평점38점(45만점)이상 / 평점36이상(43만점) / 평점 34 (40만점)이상 2~3년제 대학 : 평점 40이상 /평점38(43만점) / 평점36이상(40만점)","제한없음","1인당 1500000원","해당없음","2022 03 02일 현재 주민등록상 부 또는 모(기혼자는 본인)가 3년이상 양평군에 거주하고/ 양평군 관내 고등학교를 졸업한 대학생관외 고등학교 졸업 시 부 또는 모가 양평균에 7년 이상 거주",NULL,"해당없음","유자격자 전원","휴학생/  대학원생/ 외국유학생/ 방송통신대학생/ 산업체 위탁교육생/ 원격대학과 학점은행제 대학생/ 교환학생/ 직업전문학교 재학생은 제외 (단/ 학위인정 직업전문학교생 예외)만 35세 이상 제외학생이 직장인/ 자영업 등 개인 소득 있는 경우 제외외","* 가정형편이 어려운 학생은 읍/면별 인구수에 비례하여 읍/면에서 선정위원회를 구성 심사하여 읍/면장이 추천",NULL,"2022-11-06 17:00:53.836234","2022-11-06 17:00:53.836234",0,0
"양평군교육발전위원회_예/체능특기생","양평군교육발전위원회","예/체능특기생","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","체육측기생 : 2021년도 국제대회/ 전국체육대회/ 전국대회 3위 이상 수상예능특기생 : 2021년도 국제대회/ 전국대회 3위 이상 수상","제한 없음","1인당 1500000원","해당없음","2022 03 02일 현재 주민등록상 부 또는 모(기혼자는 본인)가 3년이상 양평군에 거주하고/ 양평군 관내 고등학교를 졸업한 대학생국내 소재 대학교에 재학중 이거나/ 신입(편입) 또는 복학예정인 대학생",NULL,"해당없음","해당없음","광역시/도 단위 및 자치단체(시/군)단위 이하 대회/ 기업체/ 대학/ 공기업/ 개인이 주최하는 대회/ 생활체육대회 등은 제외만 35세 이상 지우너 불가","해당없음",NULL,"2022-11-06 17:00:53.840325","2022-11-06 17:00:53.840325",0,0
"양평군교육발전위원회_다자녀가정장학생","양평군교육발전위원회","다자녀가정장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학년(2개학기) 24학점 이상 이수/ 평균평점 28이상 (45만점)/    26이상 (43만점) / 24이상 (40만점)대학신입생 : 수능성적의 과목별 백분위 점수 60점 이상/ 또는 전체학년(1~3학년) 내신성적 과목별 원점수의 과목펼 평균 60점 이상","해당없음","1인당 1500000원","3자녀 이상 : 가족관계증명서상 자녀로 등재 * 3자녀 이상가정이면 첫째/ 둘째 자녀도 신청 가능함함","2022 03 02일 현재 주민등록상 부 또는 모(기혼자는 본인)가 3년이상 양평군에 거주하고/ 양평군 관내 고등학교를 졸업한 대학생관외 고등학교 졸업 시 부 또는 모 7년 이상 거주",NULL,"다자녀 여부/ 소득/ 성적 등을 고려","해당없음","휴학생/  대학원생/ 외국유학생/ 방송통신대학생/ 산업체 위탁교육생/ 원격대학과 학점은행제 대학생/ 교환학생/ 직업전문학교 재학생은 제외 (단/ 학위인정 직업전문학교생 예외)만 35세 이상 제외","해당없음",NULL,"2022-11-06 17:00:53.844346","2022-11-06 17:00:53.844346",0,0
"재단법인 우양_복지시설출신대학생장학(다솜)","재단법인 우양","복지시설출신대학생장학(다솜)","민간(기타)","장학금","기타","4년제(5~6년제포함)/전문대(2~3년제)","대학3학기/대학5학기","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적이 25/45 이상인 학생","해당없음","한 학기당 1000000원 * 최대 4학기 지급(졸업학기까지)","보육시설 또는 생활보호시설에서 자란 우수하고/ 사회환원 의식이 투철한 학생서울/ 경인지역 4년제 대학생의 경우 새학기에 3학년(5학기) 과정 등록 예정인 자 / 서울/ 경인지역 전문대학생의 경우 새학기에 2학년(3학기) 등록예정인 학생","서울/ 경인지역",NULL,"1차 서류 전형2차 면접","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:53.848071","2022-11-06 17:00:53.848071",0,0
"상명대학교_교내장학금(다자녀)","상명대학교","교내장학금(다자녀)","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 취득학점 12학점(4학년 9학점) 및 평점평균 20 이상","해당없음","800000원","형제 자매 중 본교 재학 중인 셋째부터상명대학교 재학생","해당없음",NULL,"해당없음","해당없음","초과학기생 제외직전학기 장학 수혜자가 등록 후 학적변동되어 이월등록 할 경우 장학대상자 제외등록금 총액 초과 불가","해당없음",NULL,"2022-11-06 17:01:00.030655","2022-11-06 17:01:00.030655",0,0
"재단법인 우양_자매애청년장학금","재단법인 우양","자매애청년장학금","민간(기타)","장학금","기타","4년제(5~6년제포함)/특정대학","대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적 30/45(43만점일 경우 33) 이상","가정형편이 어려운 학생(수급자/ 차상위/ 한부모증명서/ 학자금지원구간확인서(4분위 이하)중 해당되는 서류 1부","한 학기 1000000원 ※ 학업장려금 1년 2회 지원","모자가정 여성가장의 딸로서 현재 서울/경인/충청/강원 지역 정규 4년제 대학의 4학년 1학기 재학중인 학생가정형편이 어렵지만 학업성적이 우수하고 사회환원 의식이 투철한 학생","서울/경인/충청/강원 지역 4년제 대학교",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:53.861794","2022-11-06 17:00:53.861794",0,0
"재단법인 우양_남진순청년장학생(독립유공자후손)","재단법인 우양","남진순청년장학생(독립유공자후손)","민간(기타)","장학금","기타","4년제(5~6년제포함)","대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","4년제 대학에 재학 중인 4학년(7/8학기) 학생으로 직전학기 성적 30이상의 학생","경제적 어려움을 겪는 학생","연 최대 2000000원원 ※ 학업장려금 1년 지원","국가 독립유공자의 후손서울/경인/충청지역 정규 4년제 대학에 재학 중인 4학년 학생학업성적이 우수하고/ 사회환원 의식이 투철한 학생","서울/경인/충청지역 정규 4년제 대학",NULL,"해당없음","해당없음","휴학 시 장학생 탈락","해당없음",NULL,"2022-11-06 17:00:53.865165","2022-11-06 17:00:53.865165",0,0
"재단법인 우양_북평고졸업대학장학생","재단법인 우양","북평고졸업대학장학생","민간(기타)","장학금","기타","4년제(5~6년제포함)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생/제한없음","공학계열/교육계열/사회계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적 평점 30 이상(신입생은 해당없음)","해당없음","연 최대 2000000원 * 이중수혜 가능","북평고등학교(강원도 동해시 소재) 졸업자 중 국내 4년제 대학(서울권 대학학 및 지방 국립대) 재학중인 자","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:53.86924","2022-11-06 17:00:53.86924",0,0
"재단법인 우양_드림장학금","재단법인 우양","드림장학금","민간(기타)","장학금","성적우수","4년제(5~6년제포함)/특정대학","대학5학기","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 학점 평점이 30/45(43)이상","해당없음","30이상: 1학기 3000000원 한도 내에서 등록금 지급40이상: 전액장학금 * 중복수혜 불가능","학업성적이 우수하고/ 가정형편은 어렵지만 봉사활동에 투철한 관심이 있는 대학생4년제 서울대/ 연세대/ 고려대/ 이화여대/ 서강대(서울소재)에만 재학중인 대학생2022년 선발시 3학년(5학기) 진학예정자","해당없음",NULL,"해당없음","해당없음","이중수혜자","해당없음",NULL,"2022-11-06 17:00:53.873822","2022-11-06 17:00:53.873822",0,0
"재단법인 두을장학재단_두을장학재단장학금","재단법인 두을장학재단","두을장학재단장학금","민간(기타)","장학금","기타","4년제(5~6년제포함)/특정대학","대학2학기/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","1학기 총 15학점 이상을 이수하고/ 성적이 35이상(45만점)인 자   (단/ 43만점인 학교는 334이상 / 계절학기 성적은 포함되지 않음)","생활환경이 어려운 자 우대","2학년 1학기~졸업시까지 등록금 전액(학점 및 활동평가)매학기 자기계발비 지원(학기당 60만원)","두을장학재단의 비전에 공감하며/ 차세대 여성지도자가 되기를 희망하는 자22학번 1학년 2학기 재학 중인 여학생대한민국 국적자이공계 학생 우대 * 대상학교 : 강원대/ 경북대/ 고려대/ 부산대/ 서강대/ 서울대/ 성균관대/ 숙명여대/ 연세대/ 이화여대/ 전남대/ 전북대/ 제주대/ 충남대/ 충북대/ 한양대","해당없음",NULL,"1차 서류전형2차 면접","30명","1998년 3월 1일 이후 출생자/ 대한민국 국적을 가진 자에 한함함","해당학부 지도교수 추천",NULL,"2022-11-06 17:00:53.877897","2022-11-06 17:00:53.877897",0,0
"태안군사랑장학회_복지장학금","태안군사랑장학회","복지장학금","지자체","장학금","소득구분","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","재학생 : 직전학기 평점 45만점 25(C+) 이상이며 직적학기 이수학점이 18학점 이상인 자","입학생 : 기초수급자/ 차상위계층/ 한부모가정/ 공동생활가정재학생 : 3개월간 건강보험료 평균 납부금액이 중위소득 기준 50% 이하에 해당는 자","4000000원","입학생 : 관내 고등학교 졸업자 중 2021년도 대학에 합격한 자로/ 어려운 가정형편에도 성실히 학업을 수행하는 자재학생 : 소득기준 및 성적요건을 만족하는 자","선발 공고일 3년전부터 계속하여 보호자 또는 본인이 태안군에 주소를 두고 거주하면서 장학금 신청자격을 갖춘자",NULL,"해당없음","해당없음","1인당 1회 지급 원칙으로/ 기 선발자는 선발인원 미달 시 선발","입학생의 경우 출신 고등학교장 추천",NULL,"2022-11-06 17:00:53.883253","2022-11-06 17:00:53.883253",0,0
"태안군사랑장학회_우수장학금","태안군사랑장학회","우수장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","* 입학생 학교생활기록부 교과성적 중 예체능과목 제외 5과목 평균(3학년 1학기까지) 등급 20이내 [학교장 추천]수능 : 응시영역 중(한국사/ 제2외국어 제외/탐구영역 2과목 평균) 2등급 이내 과목이 2개 이상이면서 상위 3개영역 등급평균 35 이내내신 : 학교생활기록부 교과성적 중예체능과목 제외 5학기 평균 등급 상위자  * 재학생 : 직전학기 이수학점이 18학점 이상이면서 평균 평점 45만점 40 이상인 자","해당없음","4000000원","입학생 : 관내 고등학교를 졸업하고 우수한 성적(정시 또는 수시)로 2022년도 대학에 합격한 자재학생 : 직전학기 이수학점이 18학점 이상이면서 평균 평점 45만점 40 이상인 자","선발 공고일 3년전부터 계속하여 보호자 또는 본인이 태안군에 주소를 두고 거주하면서 장학금 신청자격을 갖춘자",NULL,"* 재학생 선발 우선 순위 : 학점 > 취득학점 > 고학년 순 * 입학생은 학교장 추천 또는 개인 신청으로 자세한 사항은 첨부파일 참고","해당없음","졸업예정자휴학생복학생1인당 1회 지급 원칙으로/ 기 선발자는 선발인원 미달 시 지급","입학생의 경우 내신성적으로 지원 시 출신 고등학교장 추천 선발",NULL,"2022-11-06 17:00:53.889256","2022-11-06 17:00:53.889256",0,0
"태안군사랑장학회_특기장학금","태안군사랑장학회","특기장학금","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","1000000원 ~ 3000000원 ( *  전국 1위 3백만원 전국 2위 2백만원 전국 3위 1백만원 도1 1위 1백만원)","2021년도 관내 고등학교에 재학 중 체육/ 예술/ 기술/ 수학/ 외국어 경시/ 컴퓨터/ 기능 올림픽 등 각종 특기분야 중앙부처 주관대회/ 전국(소년)체전 전국 3위 이내 또는 충남도 및 도교육청 주관대회 도내1위 개인전 입상자2022년도 대학교 입학생","선발 공고일 3년전부터 계속하여 보호자 또는 본인이 태안군에 주소를 두고 거주하면서 장학금 신청자격을 갖춘자",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:53.901444","2022-11-06 17:00:53.901444",0,0
"재단법인 신안군장학재단_우수장학금","재단법인 신안군장학재단","우수장학금","지자체","장학금","지역연고","4년제(5~6년제포함)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","* 신입생 고등학교 3학년 2학기 전 과목 성적 평균 70점 이상 쳬육・예슐 교과(군)의 과목은 제외 * 재학생직전학기 성적 ""C학점"" 이상","해당없음","1인당 최대 3000000원","고등교육법 제2조에 따른 국내대학 재학생","부 또는 모(친권자)와 학생 본인이 공고일 현재 신안군에 1년 이상 주민등록되어 있는 대학생 * 대학생은 학생 주소에 제한 없음",NULL,"성적평가 100%서류심사 후 (신청요건/ 선정기준 등) 재단 이사회 심의","해당없음","타 기관에서 지원받은 장학금 총액이 등록금을 초과하거나 장학금과 등록금과의 차액이 20만원 미만국가 등으로부터 학비 등을 지원받는 학교평생교육법에 의한 사이버대학(원격대학)/ 사내대학매학기 등록금 총액이 50만원 이하정규 학제 기간 초과하여 재학 중인 자중복 신청자대학원생직장인","해당없음",NULL,"2022-11-06 17:00:53.907296","2022-11-06 17:00:53.907296",0,0
"백운장학회(광양)_일반선발 장학생","백운장학회(광양)","일반선발 장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/일반대학원/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생/박사과정/석사2학기이상/석사신입생(1학기)","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","(대학생) 직전학기 성적이 평점 B학점 이상인 자로서/ 직전학기 12학점 이상 이수자 (대학원생) 직전 두 학기 9학점 이상 이수한 자/ 신입생은 6학점 이상 이수자","해당없음","1인당 최대 2500000원","고등학교 졸업자 또는 고졸 검정고시 합격자 중에서 국내 전문대/ 대학교/ 대학원에 재학 중인 자복학신청을 하고 2학기 등록금을 납부한 경우 신청 가능","공고일 현재 부・모 또는 보호자가 광양시에 1년이상 주소를 둔 자본인에 한하여 관외 거주 인정",NULL,"성적 우수 : 최종학기 성적 50% + 수능성적 50% (1학년)                    최종학기 성적 100% (2~4학년)학업 지원 : 학자금 지원구간 환산점수 * 자세한 사항은 첨부파일 참고","* 총 140명성적 우수 장학생 84명학업 지원 장학생 56명","학점은행제 대학은 신청 불가 신청 학생이 개인소득자인 경우장학금 신청자와 그 부모가 지방세를 체납 중인 경우장학금의 이중/허위 수혜 등 기타 부정행위가 적발된 경우등록금과 수업료가 면제되거나 전액을 지원받는 육/해/공군사관학교/ 간호사관학교/ 경찰대학 등의 학생","해당없음",NULL,"2022-11-06 17:00:53.913251","2022-11-06 17:00:53.913251",0,0
"백운장학회(광양)_우선선발 장학생(이공계/전문대)","백운장학회(광양)","우선선발 장학생(이공계/전문대)","지자체","장학금","지역연고","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 12학점 이상 이수/ 평균 평점 B학점 이상인 학생","해당없음","일반 대학생 500000 ~ 2500000원전문대생 500000 ~ 1500000원 * 타 기관 장학금 및 학자금 수혜금액이 있을 경우 등록금 범위 내에서 차액을 지급","고등학교 졸업자 또는 고졸 검정고시 합격자 중에서 국내 전문대/ 대학교/ 대학원에 재학중인 자복학신청을 하고 2학기 등록금을 납부한 경우 신청 가능관내 대학교 장학생일 경우 광양보건대학교 재학생","공고일 현재 부모 또는 보호자가 광양시에 1년 이상 주소를 둔 자본인에 한하여 관외 거주 인정",NULL,"서류심사를 원칙으로 함백운장학생 선발 위원회 심사 및 (재)백운장학회 이사회 승인 후 최종결정성적 50% + 소득 50% * 자세한 사항은 첨부파일 참고","이공계전공 : 4명전문대 : 3명","학점은행제 대학은 신청 불가신청 학생이 개인소득자인 경우장학금 신청자와 그 부모가 지방세를 체납 중인 경우장학금의 이중/허위 수혜 등 기타 부정행위가 적발된 경우등록금과 수업료가 면제되거나 전액을 지원받는 육/해/공군사관학교/ 간호사관학교/ 경찰대학 등의 학생","해당없음",NULL,"2022-11-06 17:00:53.917457","2022-11-06 17:00:53.917457",0,0
"백운장학회(광양)_특기장학생","백운장학회(광양)","특기장학생","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적이 평점 B학점 이상인 학생직전학기 12학점 이상 이수한 자대학원생인 경우 직전 두 학기 9학점 이상을 이수한 자/ 단 신입생은 6학점 이상 이수자","해당없음","1500000원 * 포상금으로 이중수혜 가능","고등학교 졸업자 또는 고졸 검정고시 합격자 중에서 국내 전문대/ 대학교/ 대학원에 재학하는 자 복학신청을 하고 2학기 등록금을 납부한 경우 신청 가능공고일로부터 1년 이내(202181 ~ 2022731)기간 중 학술/ 기능/예・체능 등과 관련하여 도 단위 또는 전국 단위 대회에서 3위 이내 입상자* 첨부파일 참고","공고일 현재 부・모 또는 보호자가 광양시에 1년이상 주소를 둔 자본인에 한하여 관외 거주를 인정",NULL,"수상 실적에 따른 고득점자 순으로 선발동점일 경우 상위 입상자/ 수상 횟수/ 연장자 순으로 선발체육 분야는 단체보다 개인 성적 우선 선발발","10명","학점은행제 대학은 신청 불가대학원은 박사과정 제외신청 학생이 개인소득자인 경우장학금 신청자와 그 부모가 지방세를 체납 중인 경우장학금의 이중/허위 수혜 등 기타 부정행위가 적발된 경우등록금과 수업료가 면제되거나 전액을 지원받는 육/해/공군사관학교/ 간호사관학교/ 경찰대학 등의 학생","해당없음",NULL,"2022-11-06 17:00:53.924512","2022-11-06 17:00:53.924512",0,0
"백운장학회(광양)_유학장학생","백운장학회(광양)","유학장학생","지자체","장학금","지역연고","해외대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생/박사과정/석사2학기이상/석사신입생(1학기)","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","2500000원","국외 전문대/ 대학/ 대학원(석사과정)에 재학 중인 자","공고일 현재 부・모 또는 보호자가 광양시에 1년이상 주소를 둔 자본인에 한하여 관외 거주 인정",NULL,"※ 성적 50% + 소득 50%성적 평가: 최종학기 성적소득 평가: 기준중위소득 환산점수","2명","신청 학생이 개인소득자인 경우장학금 신청자와 그 부모가 지방세를 체납 중인 경우장학금의 이중/허위 수혜 등 기타 부정행위가 적발된 경우등록금과 수업료가 면제되거나 전액을 지원받는 육/해/공군사관학교/ 간호사관학교/ 경찰대학 등의 학생","해당없음",NULL,"2022-11-06 17:00:53.928838","2022-11-06 17:00:53.928838",0,0
"백운장학회(광양)_우선선발 장학생(다자녀/장애인)","백운장학회(광양)","우선선발 장학생(다자녀/장애인)","지자체","장학금","지역연고","4년제(5~6년제포함)/일반대학원/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/박사과정/석사2학기이상/석사신입생(1학기)/연령제한/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전 학기 성적이 평점 B학점 이상인 자직전학기 12학점 이상 이수한 자대학원은 직전 두 학기 9학점 이상을 이수한 자","해당없음","다자녀가정 : 500000원 ~ 2500000원등록장애인 : 2500000원 이하 전액","고등학교 졸업자 또는 고졸 검정고시 합격자 중에서 국내 전문대/ 대학교/ 대학원에 재학하는 자복학신청을 하고 2학기 등록금을 납부한 경우 신청 가능능다자녀 : 3자녀 이상 대학(원) 재학생 * 1가구당 1명만 수혜가능/ 전남인재육성재단 다자녀 장학금 수혜자 지원제외등록 장애인 : 장애인으로 등록된 자","공고일 현재 부모 또는 보호자가 광양시에 1년이상 주소를 둔 자본인에 한하여 관외 거주 인정",NULL,"다자녀 선정기준 : 자녀수 50% + 소득 50%등록 장애인 선정기준 : 소득 50% + 장애정도 50% * 자세한 사항은 첨부파일 참고","다자녀 : 25명등록장애인 : 2명","학점은행제 대학은 신청 불가 신청 학생이 개인소득자인 경우장학금 신청자와 그 부모가 지방세를 체납 중인 경우장학금의 이중/허위 수혜 등 기타 부정행위가 적발된 경우등록금과 수업료가 면제되거나 전액을 지원받는 육/해/공군사관학교/ 간호사관학교/ 경찰대학 등의 학생","해당없음",NULL,"2022-11-06 17:00:53.932652","2022-11-06 17:00:53.932652",0,0
